Team,Year,Division,Conference
Utah,2002,IA,MWC
Utah,2003,IA,MWC
Utah,2004,IA,MWC
Utah,2005,IA,MWC
Utah,2006,IA,MWC
Utah,2007,IA,MWC
Utah,2008,IA,MWC
Utah,2009,IA,MWC
Utah,2010,IA,MWC
Utah,2011,IA,PAC_10
Utah,2012,IA,PAC_12
Utah,2013,IA,PAC_12
Utah,2014,IA,PAC_12
Utah,2015,IA,PAC_12
Utah,2016,IA,PAC_12
Utah,2017,IA,PAC_12
Utah,2018,IA,PAC_12
Utah,2019,IA,PAC_12
Utah State,1998,IA,Big_West
Utah State,1999,IA,Big_West
Utah State,2000,IA,Big_West
Utah State,2001,IA,Indep
Utah State,2002,IA,Indep
Utah State,2003,IA,Sun_Belt
Utah State,2004,IA,Sun_Belt
Utah State,2005,IA,WAC
Utah State,2006,IA,WAC
Utah State,2007,IA,WAC
Utah State,2008,IA,WAC
Utah State,2009,IA,WAC
Utah State,2010,IA,WAC
Utah State,2011,IA,WAC
Utah State,2012,IA,WAC
Utah State,2013,IA,MWC
Utah State,2014,IA,MWC
Utah State,2015,IA,MWC
Utah State,2016,IA,MWC
Utah State,2017,IA,MWC
Utah State,2018,IA,MWC
Utah State,2019,IA,MWC
Valparaiso,1998,IAA,Pioneer
Valparaiso,1999,IAA,Pioneer
Valparaiso,2000,IAA,Pioneer
Valparaiso,2001,IAA,Pioneer
Valparaiso,2002,IAA,Pioneer
Valparaiso,2003,IAA,Pioneer
Valparaiso,2004,IAA,Pioneer
Valparaiso,2005,IAA,Pioneer
Valparaiso,2006,IAA,Pioneer
Valparaiso,2007,IAA,Pioneer
Valparaiso,2008,IAA,Pioneer
Valparaiso,2009,IAA,Pioneer
Valparaiso,2010,IAA,Pioneer
Valparaiso,2011,IAA,Pioneer
Valparaiso,2012,IAA,Pioneer
Valparaiso,2013,IAA,Pioneer
Valparaiso,2014,IAA,Pioneer
Valparaiso,2015,IAA,Pioneer
Valparaiso,2016,IAA,Pioneer
Valparaiso,2017,IAA,Pioneer
Valparaiso,2018,IAA,Pioneer
Valparaiso,2019,IAA,Pioneer
Vanderbilt,1998,IA,SEC
Vanderbilt,1999,IA,SEC
Vanderbilt,2000,IA,SEC
Vanderbilt,2001,IA,SEC
Vanderbilt,2002,IA,SEC
Vanderbilt,2003,IA,SEC
Vanderbilt,2004,IA,SEC
Vanderbilt,2005,IA,SEC
Vanderbilt,2006,IA,SEC
Vanderbilt,2007,IA,SEC
Vanderbilt,2008,IA,SEC
Vanderbilt,2009,IA,SEC
Vanderbilt,2010,IA,SEC
Vanderbilt,2011,IA,SEC
Vanderbilt,2012,IA,SEC
Vanderbilt,2013,IA,SEC
Vanderbilt,2014,IA,SEC
Vanderbilt,2015,IA,SEC
Vanderbilt,2016,IA,SEC
Vanderbilt,2017,IA,SEC
Vanderbilt,2018,IA,SEC
Vanderbilt,2019,IA,SEC
Villanova,1998,IAA,Atl_10
Villanova,1999,IAA,Atl_10
Villanova,2000,IAA,Atl_10
Villanova,2001,IAA,Atl_10
Villanova,2002,IAA,Atl_10
Villanova,2003,IAA,Atl_10
Villanova,2004,IAA,Atl_10
Villanova,2005,IAA,Atl_10
Villanova,2006,IAA,Atl_10
Villanova,2007,IAA,Atl_10
Villanova,2008,IAA,Colonial
Villanova,2009,IAA,Colonial
Villanova,2010,IAA,Colonial
Villanova,2011,IAA,Colonial
Villanova,2012,IAA,Colonial
Villanova,2013,IAA,Colonial
Villanova,2014,IAA,Colonial
Villanova,2015,IAA,Colonial
Villanova,2016,IAA,Colonial
Villanova,2017,IAA,Colonial
Villanova,2018,IAA,Colonial
Villanova,2019,IAA,Colonial
Virginia,1998,IA,ACC
Virginia,1999,IA,ACC
Virginia,2000,IA,ACC
Virginia,2001,IA,ACC
Virginia,2002,IA,ACC
Virginia,2003,IA,ACC
Virginia,2004,IA,ACC
Virginia,2005,IA,ACC
Virginia,2006,IA,ACC
Virginia,2007,IA,ACC
Virginia,2008,IA,ACC
Virginia,2009,IA,ACC
Virginia,2010,IA,ACC
Virginia,2011,IA,ACC
Virginia,2012,IA,ACC
Virginia,2013,IA,ACC
Virginia,2014,IA,ACC
Virginia,2015,IA,ACC
Virginia,2016,IA,ACC
Virginia,2017,IA,ACC
Virginia,2018,IA,ACC
Virginia,2019,IA,ACC
Virginia Military,1998,IAA,Southern
Virginia Military,1999,IAA,Southern
Virginia Military,2000,IAA,Southern
Virginia Military,2001,IAA,Southern
Virginia Military,2002,IAA,Southern
Virginia Military,2003,IAA,Big_South
Virginia Military,2004,IAA,Big_South
Virginia Military,2005,IAA,Big_South
Virginia Military,2006,IAA,Big_South
Virginia Military,2007,IAA,Big_South
Virginia Military,2008,IAA,Big_South
Virginia Military,2009,IAA,Big_South
Virginia Military,2010,IAA,Big_South
Virginia Military,2011,IAA,Big_South
Virginia Military,2012,IAA,Big_South
Virginia Military,2013,IAA,Big_South
Virginia Military,2014,IAA,Southern
Virginia Military,2015,IAA,Southern
Virginia Military,2016,IAA,Southern
Virginia Military,2017,IAA,Southern
Virginia Military,2018,IAA,Southern
Virginia Military,2019,IAA,Southern
Virginia Tech,1998,IA,Big_East
Virginia Tech,1999,IA,Big_East
Virginia Tech,2000,IA,Big_East
Virginia Tech,2001,IA,Big_East
Virginia Tech,2002,IA,Big_East
Virginia Tech,2003,IA,Big_East
Virginia Tech,2004,IA,ACC
Virginia Tech,2005,IA,ACC
Virginia Tech,2006,IA,ACC
Virginia Tech,2007,IA,ACC
Virginia Tech,2008,IA,ACC
Virginia Tech,2009,IA,ACC
Virginia Tech,2010,IA,ACC
Virginia Tech,2011,IA,ACC
Virginia Tech,2012,IA,ACC
Virginia Tech,2013,IA,ACC
Virginia Tech,2014,IA,ACC
Virginia Tech,2015,IA,ACC
Virginia Tech,2016,IA,ACC
Virginia Tech,2017,IA,ACC
Virginia Tech,2018,IA,ACC
Virginia Tech,2019,IA,ACC
Wagner,1998,IAA,NE
Wagner,1999,IAA,NE
Wagner,2000,IAA,NE
Wagner,2001,IAA,NE
Wagner,2002,IAA,NE
Wagner,2003,IAA,NE
Wagner,2004,IAA,NE
Wagner,2005,IAA,NE
Wagner,2006,IAA,NE
Wagner,2007,IAA,NE
Wagner,2008,IAA,NE
Wagner,2009,IAA,NE
Wagner,2010,IAA,NE
Wagner,2011,IAA,NE
Wagner,2012,IAA,NE
Wagner,2013,IAA,NE
Wagner,2014,IAA,NE
Wagner,2015,IAA,NE
Wagner,2016,IAA,NE
Wagner,2017,IAA,NE
Wagner,2018,IAA,NE
Wagner,2019,IAA,NE
Wake Forest,1998,IA,ACC
Wake Forest,1999,IA,ACC
Wake Forest,2000,IA,ACC
Wake Forest,2001,IA,ACC
Wake Forest,2002,IA,ACC
Wake Forest,2003,IA,ACC
Wake Forest,2004,IA,ACC
Wake Forest,2005,IA,ACC
Wake Forest,2006,IA,ACC
Wake Forest,2007,IA,ACC
Wake Forest,2008,IA,ACC
Wake Forest,2009,IA,ACC
Wake Forest,2010,IA,ACC
Wake Forest,2011,IA,ACC
Wake Forest,2012,IA,ACC
Wake Forest,2013,IA,ACC
Wake Forest,2014,IA,ACC
Wake Forest,2015,IA,ACC
Wake Forest,2016,IA,ACC
Wake Forest,2017,IA,ACC
Wake Forest,2018,IA,ACC
Wake Forest,2019,IA,ACC
Washington,1998,IA,PAC_10
Washington,1999,IA,PAC_10
Washington,2000,IA,PAC_10
Washington,2001,IA,PAC_10
Washington,2002,IA,PAC_10
Washington,2003,IA,PAC_10
Washington,2004,IA,PAC_10
Washington,2005,IA,PAC_10
Washington,2006,IA,PAC_10
Washington,2007,IA,PAC_10
Washington,2008,IA,PAC_10
Washington,2009,IA,PAC_10
Washington,2010,IA,PAC_10
Washington,2011,IA,PAC_10
Washington,2012,IA,PAC_12
Washington,2013,IA,PAC_12
Washington,2014,IA,PAC_12
Washington,2015,IA,PAC_12
Washington,2016,IA,PAC_12
Washington,2017,IA,PAC_12
Washington,2018,IA,PAC_12
Washington,2019,IA,PAC_12
Washington State,1998,IA,PAC_10
Washington State,1999,IA,PAC_10
Washington State,2000,IA,PAC_10
Washington State,2001,IA,PAC_10
Washington State,2002,IA,PAC_10
Washington State,2003,IA,PAC_10
Washington State,2004,IA,PAC_10
Washington State,2005,IA,PAC_10
Washington State,2006,IA,PAC_10
Washington State,2007,IA,PAC_10
Washington State,2008,IA,PAC_10
Washington State,2009,IA,PAC_10
Washington State,2010,IA,PAC_10
Washington State,2011,IA,PAC_10
Washington State,2012,IA,PAC_12
Washington State,2013,IA,PAC_12
Washington State,2014,IA,PAC_12
Washington State,2015,IA,PAC_12
Washington State,2016,IA,PAC_12
Washington State,2017,IA,PAC_12
Washington State,2018,IA,PAC_12
Washington State,2019,IA,PAC_12
Weber State,1998,IAA,Big_Sky
Weber State,1999,IAA,Big_Sky
Weber State,2000,IAA,Big_Sky
Weber State,2001,IAA,Big_Sky
Weber State,2002,IAA,Big_Sky
Weber State,2003,IAA,Big_Sky
Weber State,2004,IAA,Big_Sky
Weber State,2005,IAA,Big_Sky
Weber State,2006,IAA,Big_Sky
Weber State,2007,IAA,Big_Sky
Weber State,2008,IAA,Big_Sky
Weber State,2009,IAA,Big_Sky
Weber State,2010,IAA,Big_Sky
Weber State,2011,IAA,Big_Sky
Weber State,2012,IAA,Big_Sky
Weber State,2013,IAA,Big_Sky
Weber State,2014,IAA,Big_Sky
Weber State,2015,IAA,Big_Sky
Weber State,2016,IAA,Big_Sky
Weber State,2017,IAA,Big_Sky
Weber State,2018,IAA,Big_South
Weber State,2019,IAA,Big_Sky
West Virginia,1998,IA,Big_East
West Virginia,1999,IA,Big_East
West Virginia,2000,IA,Big_East
West Virginia,2001,IA,Big_East
West Virginia,2002,IA,Big_East
West Virginia,2003,IA,Big_East
West Virginia,2004,IA,Big_East
West Virginia,2005,IA,Big_East
West Virginia,2006,IA,Big_East
West Virginia,2007,IA,Big_East
West Virginia,2008,IA,Big_East
West Virginia,2009,IA,Big_East
West Virginia,2010,IA,Big_East
West Virginia,2011,IA,Big_East
West Virginia,2012,IA,Big_12
West Virginia,2013,IA,Big_12
West Virginia,2014,IA,Big_12
West Virginia,2015,IA,Big_12
West Virginia,2016,IA,Big_12
West Virginia,2017,IA,Big_12
West Virginia,2018,IA,Big_12
West Virginia,2019,IA,Big_12
Western Carolina,1998,IAA,Southern
Western Carolina,1999,IAA,Southern
Western Carolina,2000,IAA,Southern
Western Carolina,2001,IAA,Southern
Western Carolina,2002,IAA,Southern
Western Carolina,2003,IAA,Southern
Western Carolina,2004,IAA,Southern
Western Carolina,2005,IAA,Southern
Western Carolina,2006,IAA,Southern
Western Carolina,2007,IAA,Southern
Western Carolina,2008,IAA,Southern
Western Carolina,2009,IAA,Southern
Western Carolina,2010,IAA,Southern
Western Carolina,2011,IAA,Southern
Western Carolina,2012,IAA,Southern
Western Carolina,2013,IAA,Southern
Western Carolina,2014,IAA,Southern
Western Carolina,2015,IAA,Southern
Western Carolina,2016,IAA,Southern
Western Carolina,2017,IAA,Southern
Western Carolina,2018,IAA,Southern
Western Carolina,2019,IAA,Southern
Western Illinois,1998,IAA,Gateway
Western Illinois,1999,IAA,Gateway
Western Illinois,2000,IAA,Gateway
Western Illinois,2001,IAA,Gateway
Western Illinois,2002,IAA,Gateway
Western Illinois,2003,IAA,Gateway
Western Illinois,2004,IAA,Gateway
Western Illinois,2005,IAA,Gateway
Western Illinois,2006,IAA,Gateway
Western Illinois,2007,IAA,Gateway
Western Illinois,2008,IAA,Missouri_V
Western Illinois,2009,IAA,Missouri_V
Western Illinois,2010,IAA,Missouri_V
Western Illinois,2011,IAA,Missouri_V
Western Illinois,2012,IAA,Missouri_V
Western Illinois,2013,IAA,Missouri_V
Western Illinois,2014,IAA,Missouri_V
Western Illinois,2015,IAA,Missouri_V
Western Illinois,2016,IAA,Missouri_V
Western Illinois,2017,IAA,Missouri_V
Western Illinois,2018,IAA,Missouri_V
Western Illinois,2019,IAA,Missouri_V
Western Kentucky,1998,IAA,Ohio_V
Western Kentucky,1999,IAA,Ohio_V
Western Kentucky,2000,IAA,Ohio_V
Western Kentucky,2001,IAA,Ohio_V
Western Kentucky,2002,IAA,Ohio_V
Western Kentucky,2003,IAA,Gateway
Western Kentucky,2004,IAA,Gateway
Western Kentucky,2005,IAA,Gateway
Western Kentucky,2006,IAA,Gateway
Western Kentucky,2007,IA,Indep
Western Kentucky,2008,IA,Indep
Western Kentucky,2009,IA,Sun_Belt
Western Kentucky,2010,IA,Sun_Belt
Western Kentucky,2011,IA,Sun_Belt
Western Kentucky,2012,IA,Sun_Belt
Western Kentucky,2013,IA,Sun_Belt
Western Kentucky,2014,IA,CUSA
Western Kentucky,2015,IA,CUSA
Western Kentucky,2016,IA,CUSA
Western Kentucky,2017,IA,CUSA
Western Kentucky,2018,IA,CUSA
Western Kentucky,2019,IA,CUSA
Western Michigan,1998,IA,MAC
Western Michigan,1999,IA,MAC
Western Michigan,2000,IA,MAC
Western Michigan,2001,IA,MAC
Western Michigan,2002,IA,MAC
Western Michigan,2003,IA,MAC
Western Michigan,2004,IA,MAC
Western Michigan,2005,IA,MAC
Western Michigan,2006,IA,MAC
Western Michigan,2007,IA,MAC
Western Michigan,2008,IA,MAC
Western Michigan,2009,IA,MAC
Western Michigan,2010,IA,MAC
Western Michigan,2011,IA,MAC
Western Michigan,2012,IA,MAC
Western Michigan,2013,IA,MAC
Western Michigan,2014,IA,MAC
Western Michigan,2015,IA,MAC
Western Michigan,2016,IA,MAC
Western Michigan,2017,IA,MAC
Western Michigan,2018,IA,MAC
Western Michigan,2019,IA,MAC
William & Mary,1998,IAA,Atl_10
William & Mary,1999,IAA,Atl_10
William & Mary,2000,IAA,Atl_10
William & Mary,2001,IAA,Atl_10
William & Mary,2002,IAA,Atl_10
William & Mary,2003,IAA,Atl_10
William & Mary,2004,IAA,Atl_10
William & Mary,2005,IAA,Atl_10
William & Mary,2006,IAA,Atl_10
William & Mary,2007,IAA,Atl_10
William & Mary,2008,IAA,Colonial
William & Mary,2009,IAA,Colonial
William & Mary,2010,IAA,Colonial
William & Mary,2011,IAA,Colonial
William & Mary,2012,IAA,Colonial
William & Mary,2013,IAA,Colonial
William & Mary,2014,IAA,Colonial
William & Mary,2015,IAA,Colonial
William & Mary,2016,IAA,Colonial
William & Mary,2017,IAA,Colonial
William & Mary,2018,IAA,Colonial
William & Mary,2019,IAA,Colonial
Winston-Salem,2008,IAA,MEAC
Winston-Salem,2009,IAA,MEAC
Wisconsin,1998,IA,Big_Ten
Wisconsin,1999,IA,Big_Ten
Wisconsin,2000,IA,Big_Ten
Wisconsin,2001,IA,Big_Ten
Wisconsin,2002,IA,Big_Ten
Wisconsin,2003,IA,Big_Ten
Wisconsin,2004,IA,Big_Ten
Wisconsin,2005,IA,Big_Ten
Wisconsin,2006,IA,Big_Ten
Wisconsin,2007,IA,Big_Ten
Wisconsin,2008,IA,Big_Ten
Wisconsin,2009,IA,Big_Ten
Wisconsin,2010,IA,Big_Ten
Wisconsin,2011,IA,Big_Ten
Wisconsin,2012,IA,Big_Ten
Wisconsin,2013,IA,Big_Ten
Wisconsin,2014,IA,Big_Ten
Wisconsin,2015,IA,Big_Ten
Wisconsin,2016,IA,Big_Ten
Wisconsin,2017,IA,Big_Ten
Wisconsin,2018,IA,Big_Ten
Wisconsin,2019,IA,Big_Ten
Wofford,1998,IAA,Southern
Wofford,1999,IAA,Southern
Wofford,2000,IAA,Southern
Wofford,2001,IAA,Southern
Wofford,2002,IAA,Southern
Wofford,2003,IAA,Southern
Wofford,2004,IAA,Southern
Wofford,2005,IAA,Southern
Wofford,2006,IAA,Southern
Wofford,2007,IAA,Southern
Wofford,2008,IAA,Southern
Wofford,2009,IAA,Southern
Wofford,2010,IAA,Southern
Wofford,2011,IAA,Southern
Wofford,2012,IAA,Southern
Wofford,2013,IAA,Southern
Wofford,2014,IAA,Southern
Wofford,2015,IAA,Southern
Wofford,2016,IAA,Southern
Wofford,2017,IAA,Southern
Wofford,2018,IAA,Southern
Wofford,2019,IAA,Southern
Wyoming,1998,IA,MWC
Wyoming,1999,IA,MWC
Wyoming,2000,IA,MWC
Wyoming,2001,IA,MWC
Wyoming,2002,IA,MWC
Wyoming,2003,IA,MWC
Wyoming,2004,IA,MWC
Wyoming,2005,IA,MWC
Wyoming,2006,IA,MWC
Wyoming,2007,IA,MWC
Wyoming,2008,IA,MWC
Wyoming,2009,IA,MWC
Wyoming,2010,IA,MWC
Wyoming,2011,IA,MWC
Wyoming,2012,IA,MWC
Wyoming,2013,IA,MWC
Wyoming,2014,IA,MWC
Wyoming,2015,IA,MWC
Wyoming,2016,IA,MWC
Wyoming,2017,IA,MWC
Wyoming,2018,IA,MWC
Wyoming,2019,IA,MWC
Yale,1998,IAA,Ivy
Yale,1999,IAA,Ivy
Yale,2000,IAA,Ivy
Yale,2001,IAA,Ivy
Yale,2002,IAA,Ivy
Yale,2003,IAA,Ivy
Yale,2004,IAA,Ivy
Yale,2005,IAA,Ivy
Yale,2006,IAA,Ivy
Yale,2007,IAA,Ivy
Yale,2008,IAA,Ivy
Yale,2009,IAA,Ivy
Yale,2010,IAA,Ivy
Yale,2011,IAA,Ivy
Yale,2012,IAA,Ivy
Yale,2013,IAA,Ivy
Yale,2014,IAA,Ivy
Yale,2015,IAA,Ivy
Yale,2016,IAA,Ivy
Yale,2017,IAA,Ivy
Yale,2018,IAA,Ivy
Yale,2019,IAA,Ivy
Youngstown State,1998,IAA,Gateway
Youngstown State,1999,IAA,Gateway
Youngstown State,2000,IAA,Gateway
Youngstown State,2001,IAA,Gateway
Youngstown State,2002,IAA,Gateway
Youngstown State,2003,IAA,Gateway
Youngstown State,2004,IAA,Gateway
Youngstown State,2005,IAA,Gateway
Youngstown State,2006,IAA,Gateway
Youngstown State,2007,IAA,Gateway
Youngstown State,2008,IAA,Missouri_V
Youngstown State,2009,IAA,Missouri_V
Youngstown State,2010,IAA,Missouri_V
Youngstown State,2011,IAA,Missouri_V
Youngstown State,2012,IAA,Missouri_V
Youngstown State,2013,IAA,Missouri_V
Youngstown State,2014,IAA,Missouri_V
Youngstown State,2015,IAA,Missouri_V
Youngstown State,2016,IAA,Missouri_V
Youngstown State,2017,IAA,Missouri_V
Youngstown State,2018,IAA,Missouri_V
Youngstown State,2019,IAA,Missouri_V
